Title;Rating;Genre;Year;Director;Image
Mary Magdalene;6.303;Drama;2018;Garth Davis;images\407439.jpg
Coach Carter;7.566;Drama;2005;Thomas Carter;images\7214.jpg
Hunt;6.639;Action;2022;Lee Jung-jae;images\727340.jpg
Young Mom 2;1.0;Romance;2019;Jeong Jin-ho;images\607397.jpg
The Chronicles of Narnia: Prince Caspian;6.616;Adventure;2008;Andrew Adamson;images\2454.jpg
Jeepers Creepers;6.45;Horror;2001;Victor Salva;images\8922.jpg
Abraham Lincoln: Vampire Hunter;5.722;Action;2012;Timur Bekmambetov;images\72331.jpg
The Departed;8.166;Drama;2006;Martin Scorsese;images\1422.jpg
Highlander;6.887;Adventure;1986;Russell Mulcahy;images\8009.jpg
Intercourse: Special Sister-In-Law;1.0;Romance;2019;Kim Hwan;images\699172.jpg
The Town;7.2;Crime;2010;Ben Affleck;images\23168.jpg
Pixels;5.717;Action;2015;Chris Columbus;images\257344.jpg
Eternal Sunshine of the Spotless Mind;8.101;Science Fiction;2004;Michel Gondry;images\38.jpg
Sin City: A Dame to Kill For;6.369;Crime;2014;Robert Rodriguez;images\189.jpg
Magic Mike's Last Dance;6.812;Comedy;2023;Steven Soderbergh;images\906221.jpg
Dragon Ball Z: Fusion Reborn;7.449;Animation;1995;Shigeyasu Yamauchi;images\39107.jpg
Wildflower;7.481;Comedy;2023;Matt Smukler;images\915523.jpg
Akira;7.947;Animation;1988;Katsuhiro Otomo;images\149.jpg
12 Strong;6.233;War;2018;Nicolai Fuglsig;images\429351.jpg
Busty Cops: Protect and Serve!;4.769;Comedy;2009;Michael Whiteacre;images\257354.jpg
I Spit on Your Grave 2;6.3;Thriller;2013;Steven R. Monroe;images\207768.jpg
Home Alone 2: Lost in New York;6.705;Comedy;1992;Chris Columbus;images\772.jpg
Grimcutty;5.261;Horror;2022;John Ross;images\1024530.jpg
Chicken Run;6.757;Animation;2000;Nick Park;images\7443.jpg
Malena;7.43;Drama;2000;Giuseppe Tornatore;images\10867.jpg
The Addams Family;6.615;Family;2019;Conrad Vernon;images\481084.jpg
Life of Pi;7.4;Adventure;2012;Ang Lee;images\87827.jpg
Elysium;6.498;Science Fiction;2013;Neill Blomkamp;images\68724.jpg
Jan Dara: The Beginning;5.7;Drama;2012;Pundhevanop Dhewakul;images\151512.jpg
Shark Tale;6.023;Animation;2004;Vicky Jenson;images\10555.jpg
The Offering;5.982;Drama;2022;Oliver Park;images\955991.jpg
American Pie Presents: The Naked Mile;5.497;Comedy;2006;Joe Nussbaum;images\8275.jpg
Love & Passion;5.3;Drama;1987;Tinto Brass;images\50268.jpg
Abusamos del alcohol;7.462;Drama;2023;Heruz Argenis;images\1156756.jpg
Dracula: The Original Living Vampire;5.28;Horror;2022;Maximilian Elfeldt;images\928015.jpg
Final Destination 3;6.08;Horror;2006;James Wong;images\9286.jpg
Iron Man: Rise of Technovore;5.936;Science Fiction;2013;Hiroshi Hamasaki;images\169934.jpg
Bride of Chucky;5.99;Comedy;1998;Ronny Yu;images\11932.jpg
Ghost Rider;5.548;Thriller;2007;Mark Steven Johnson;images\1250.jpg
Enola Holmes 2;7.549;Adventure;2022;Harry Bradbeer;images\829280.jpg
Lupin The 3rd vs. Cat’s Eye;5.966;Animation;2023;Kobun Shizuno;images\1027159.jpg
Lone Survivor;7.423;War;2013;Peter Berg;images\193756.jpg
The Passion of the Christ;7.468;Drama;2004;Mel Gibson;images\615.jpg
The Goonies;7.519;Adventure;1985;Richard Donner;images\9340.jpg
Viking Wolf;5.765;Horror;2022;Stig Svendsen;images\788752.jpg
Red Corner;6.249;Crime;1997;Jon Avnet;images\9407.jpg
The Canterville Ghost;0.0;Animation;2023;Kim Burdon;images\269509.jpg
The Magnificent Seven;6.42;Adventure;2016;Antoine Fuqua;images\333484.jpg
Sex Doll;5.805;Drama;2016;Sylvie Verheyde;images\412520.jpg
Men in Black II;6.358;Action;2002;Barry Sonnenfeld;images\608.jpg
Vesper;6.5;Science Fiction;2022;Kristina Buozyte;images\976720.jpg
The Wandering Earth;6.566;Science Fiction;2019;Frant Gwo;images\535167.jpg
Heaven Is for Real;6.7;Drama;2014;Randall Wallace;images\236751.jpg
The Greatest Showman;7.908;Drama;2017;Michael Gracey;images\316029.jpg
The Little Things;6.333;Crime;2021;John Lee Hancock;images\602269.jpg
Dead Poets Society;8.312;Drama;1989;Peter Weir;images\207.jpg
The Resurrection of Charles Manson;4.1;Horror;2023;Remy Grillo;images\942251.jpg
Pocahontas;6.927;Adventure;1995;Mike Gabriel;images\10530.jpg
Battleship;5.809;Thriller;2012;Peter Berg;images\44833.jpg
Heatwave;6.788;Thriller;2022;Ernie Barbarash;images\928270.jpg
A Serbian Film;5.501;Crime;2010;Srđan Spasojević;images\73861.jpg
Ted;6.407;Comedy;2012;Seth MacFarlane;images\72105.jpg
The Punisher;6.33;Action;2004;Jonathan Hensleigh;images\7220.jpg
Erotic Tutoring 2;7.8;Romance;2019;Choi Woo-seong;images\611861.jpg
American Pie 2;6.218;Comedy;2001;J.B. Rogers;images\2770.jpg
Star Wars: Episode I - The Phantom Menace;6.533;Adventure;1999;George Lucas;images\1893.jpg
The Mask of Zorro;6.549;Action;1998;Martin Campbell;images\9342.jpg
The Guardians of the Galaxy Holiday Special;7.226;Comedy;2022;James Gunn;images\774752.jpg
Let's Be Cops;6.5;Comedy;2014;Luke Greenfield;images\193893.jpg
The Monkey King 2;5.871;Action;2016;Soi Cheang;images\381902.jpg
Seven Samurai;8.451;Action;1954;Akira Kurosawa;images\346.jpg
Hook;6.826;Adventure;1991;Steven Spielberg;images\879.jpg
The Final Destination;5.6;Horror;2009;David R. Ellis;images\19912.jpg
Wild Card;5.6;Thriller;2015;Simon West;images\265208.jpg
Kill Boksoon;6.916;Action;2023;Byun Sung-hyun;images\849869.jpg
Snake and Whip;5.2;Thriller;1986;Shōgorō Nishimura;images\157098.jpg
Enemy at the Gates;7.404;Drama;2001;Jean-Jacques Annaud;images\853.jpg
Werewolf by Night;7.016;Action;2022;Michael Giacchino;images\894205.jpg
Fighting Spirit - Mashiba vs. Kimura;6.283;Animation;2003;Namimi Sanjo;images\45288.jpg
Mezzo Forte;6.4;Animation;2000;Yasuomi Umetsu;images\55892.jpg
Tad, the Lost Explorer and the Emerald Tablet;7.601;Animation;2022;Enrique Gato;images\676701.jpg
The Mummy Resurrection;6.6;Horror;2023;Steven Lawson;images\984105.jpg
The Texas Chainsaw Massacre;6.237;Horror;2003;Marcus Nispel;images\9373.jpg
300;7.175;Action;2007;Zack Snyder;images\1271.jpg
Faster;6.316;Crime;2010;George Tillman Jr.;images\41283.jpg
Candy Land;6.2;Horror;2023;John Swab;images\826753.jpg
Rurouni Kenshin: The Final;7.767;Action;2021;Keishi Otomo;images\602063.jpg
American Pie Presents: Beta House;5.634;Comedy;2007;Andrew Waller;images\8277.jpg
Zombieland;7.261;Comedy;2009;Ruben Fleischer;images\19908.jpg
Star Wars: Episode II - Attack of the Clones;6.551;Adventure;2002;George Lucas;images\1894.jpg
Lock Up;6.794;Action;1989;John Flynn;images\9972.jpg
Power Rangers;6.278;Action;2017;Dean Israelite;images\305470.jpg
Upgrade;7.494;Action;2018;Leigh Whannell;images\500664.jpg
Mad Max;6.684;Adventure;1979;George Miller;images\9659.jpg
The Cabin in the Woods;6.607;Horror;2011;Drew Goddard;images\22970.jpg
Deep Water;5.768;Drama;2022;Adrian Lyne;images\619979.jpg
The Curious Case of Benjamin Button;7.579;Drama;2008;David Fincher;images\4922.jpg
I CAN;0.0;Drama;2023;Tyler Sansom;images\1109384.jpg
Call Me by Your Name;8.168;Romance;2017;Luca Guadagnino;images\398818.jpg
Nacho Libre;6.369;Comedy;2006;Jared Hess;images\9353.jpg
Saint Seiya: Evil Goddess Eris;7.034;Action;1987;Kouzou Morishita;images\83090.jpg
Clash of the Titans;5.882;Adventure;2010;Louis Leterrier;images\18823.jpg
Underworld: Awakening;6.3;Fantasy;2012;Måns Mårlind;images\52520.jpg
Starship Troopers;7.028;Adventure;1997;Paul Verhoeven;images\563.jpg
Dragon Ball: Sleeping Princess in Devil's Castle;6.53;Action;1987;Daisuke Nishio;images\39145.jpg
The Dark Tower;5.672;Fantasy;2017;Nikolaj Arcel;images\353491.jpg
Cheeky;5.52;Comedy;2000;Tinto Brass;images\22705.jpg
Jennifer's Body;5.911;Horror;2009;Karyn Kusama;images\19994.jpg
The Contractor;6.403;Action;2022;Tarik Saleh;images\628900.jpg
Batman & Robin;4.331;Action;1997;Joel Schumacher;images\415.jpg
Source Code;7.295;Thriller;2011;Duncan Jones;images\45612.jpg
Zatch Bell! 101st Devil;7.101;Comedy;2004;Junji Shimizu;images\404250.jpg
Miraculous World: Shanghai – The Legend of Ladydragon;7.9;Animation;2021;Thomas Astruc;images\726684.jpg
G.I. Joe: Retaliation;5.608;Science Fiction;2013;Jon M. Chu;images\72559.jpg
Death Becomes Her;6.753;Comedy;1992;Robert Zemeckis;images\9374.jpg
The Blind Side;7.693;Drama;2009;John Lee Hancock;images\22881.jpg
The Iron Giant;7.926;Family;1999;Brad Bird;images\10386.jpg
The Fault in Our Stars;7.597;Romance;2014;Josh Boone;images\222935.jpg
Wanted;6.507;Action;2008;Timur Bekmambetov;images\8909.jpg
Indecent Woman;4.5;Thriller;1999;Lee Siu-Kei;images\347608.jpg
Charlie's Angels: Full Throttle;5.5;Action;2003;McG;images\9471.jpg
Dungeons & Dragons;4.289;Drama;2000;Courtney Solomon;images\11849.jpg
In the Realm of the Senses;6.599;Drama;1976;Nagisa Ōshima;images\5879.jpg
Vicious Affair;10.0;Thriller;2023;Chris Stokes;images\1170985.jpg
The Kissing Booth;7.232;Romance;2018;Vince Marcello;images\454983.jpg
Scott Pilgrim vs. the World;7.47;Action;2010;Edgar Wright;images\22538.jpg
Predestination;7.442;Science Fiction;2014;Michael Spierig;images\206487.jpg
The Ten Commandments;7.752;Drama;1956;Cecil B. DeMille;images\6844.jpg
Bambi;7.007;Animation;1942;David Hand;images\3170.jpg
Secret of the Wings;7.191;Animation;2012;Peggy Holmes;images\75258.jpg
The Mask;6.936;Romance;1994;Chuck Russell;images\854.jpg
Get Out;7.619;Mystery;2017;Jordan Peele;images\419430.jpg
Mom's Friend;6.6;Drama;2015;Myeong Seok Hwan;images\387824.jpg
Concrete Utopia;7.75;Thriller;2023;Um Tae-hwa;images\729854.jpg
Irreversible;7.24;Drama;2002;Gaspar Noé;images\979.jpg
Die Hard;7.774;Action;1988;John McTiernan;images\562.jpg
Van Helsing;6.324;Horror;2004;Stephen Sommers;images\7131.jpg
Casino Royale;7.543;Adventure;2006;Martin Campbell;images\36557.jpg
Neon Genesis Evangelion: The End of Evangelion;8.342;Animation;1997;Hideaki Anno;images\18491.jpg
The Revenant;7.524;Western;2015;Alejandro González Iñárritu;images\281957.jpg
Allegiant;6.1;Adventure;2016;Robert Schwentke;images\262504.jpg
Descendants 3;7.8;Family;2019;Kenny Ortega;images\506574.jpg
One Piece: Adventure of Nebulandia;7.7;Action;2015;Konosuke Uda;images\373879.jpg
Total Recall;7.283;Action;1990;Paul Verhoeven;images\861.jpg
A Beautiful Mind;7.851;Drama;2001;Ron Howard;images\453.jpg
Son of the Mask;4.119;Fantasy;2005;Lawrence Guterman;images\10214.jpg
Ball Red Daughter-in-law;2.7;Drama;2020;Choi Sung-eun;images\754744.jpg
Flushed Away;6.264;Adventure;2006;David Bowers;images\11619.jpg
TRON: Legacy;6.458;Adventure;2010;Joseph Kosinski;images\20526.jpg
A Nun's Curse;6.394;Horror;2020;Tommy Faircloth;images\636879.jpg
Snowpiercer;6.902;Action;2013;Bong Joon-ho;images\110415.jpg
Ready or Not;7.057;Comedy;2019;Matt Bettinelli-Olpin;images\567609.jpg
Dragon Ball Z: The Tree of Might;6.512;Action;1990;Daisuke Nishio;images\39101.jpg
Cloudy with a Chance of Meatballs 2;6.437;Animation;2013;Cody Cameron;images\109451.jpg
The Girl Next Door;6.717;Comedy;2004;Luke Greenfield;images\10591.jpg
Blade;6.761;Horror;1998;Stephen Norrington;images\36647.jpg
Blue's Big City Adventure;7.258;Family;2022;Matt Stawski;images\939210.jpg
The Last Witch Hunter;5.947;Fantasy;2015;Breck Eisner;images\274854.jpg
A Clockwork Orange;8.211;Science Fiction;1971;Stanley Kubrick;images\185.jpg
Spy Kids 3-D: Game Over;5.1;Action;2003;Robert Rodriguez;images\12279.jpg
Dragon Ball Z: The Return of Cooler;6.407;Action;1992;Daisuke Nishio;images\39103.jpg
Riddled with Deceit: A Martha's Vineyard Mystery;7.5;Mystery;2020;Andy Mikita;images\661329.jpg
The Hunger Games;7.2;Science Fiction;2012;Gary Ross;images\70160.jpg
One Piece: The Movie;7.048;Action;2000;Junji Shimizu;images\19576.jpg
The Haunted Mansion;5.635;Thriller;2003;Rob Minkoff;images\10756.jpg
Mulan II;6.479;Animation;2004;Darrell Rooney;images\12242.jpg
Diary of a Nymphomaniac;5.511;Drama;2008;Christian Molina;images\19173.jpg
The Good Mother;4.4;Mystery;2023;Miles Joris-Peyrafitte;images\996347.jpg
Your Name Engraved Herein;8.0;Romance;2020;Kuang-Hui Liu;images\719410.jpg
A Female Employee's Taste;5.2;Drama;2018;Choi Woo-seong;images\554447.jpg
Winter Boy;7.0;Drama;2022;Christophe Honoré;images\918044.jpg
Despicable Me 3;6.452;Action;2017;Kyle Balda;images\324852.jpg
The Day After Tomorrow;6.507;Action;2004;Roland Emmerich;images\435.jpg
The Last Duel;7.469;History;2021;Ridley Scott;images\617653.jpg
Death Race;6.249;Action;2008;Paul W. S. Anderson;images\10483.jpg
6 Underground;6.344;Action;2019;Michael Bay;images\509967.jpg
Weathering with You;8.013;Animation;2019;Makoto Shinkai;images\568160.jpg
Dragon Ball Z: Lord Slug;6.442;Action;1991;Mitsuo Hashimoto;images\39102.jpg
Mortal Kombat Legends: Snow Blind;7.9;Animation;2022;Rick Morales;images\1007401.jpg
Call Boy;6.605;Drama;2018;Daisuke Miura;images\499191.jpg
After Porn Ends 2;5.3;Documentary;2017;Bryce Wagoner;images\440249.jpg
Brother Bear 2;6.636;Adventure;2006;Ben Gluck;images\10010.jpg
To Her;6.5;Drama;2017;Yang Ho-yeol;images\474412.jpg
The Sixth Sense;7.944;Mystery;1999;M. Night Shyamalan;images\745.jpg
Virgin Territory;4.5;Adventure;2007;David Leland;images\14324.jpg
The Gay Agenda 23;0.0;Drama;2023;Todd Verow;images\1135917.jpg
Little Dixie;5.797;Thriller;2023;John Swab;images\1058949.jpg
Till;7.49;Drama;2022;Chinonye Chukwu;images\854239.jpg
Fullmetal Alchemist: The Revenge of Scar;6.704;Fantasy;2022;Fumihiko Sori;images\960700.jpg
The Perks of Being a Wallflower;7.783;Drama;2012;Stephen Chbosky;images\84892.jpg
Napoleon;0.0;War;2023;Ridley Scott;images\753342.jpg
Chernobyl: Abyss;6.199;Drama;2021;Danila Kozlovsky;images\589761.jpg
Evil Eye;6.807;Horror;2022;Isaac Ezban;images\943221.jpg
Evil Dead;6.513;Horror;2013;Fede Álvarez;images\109428.jpg
Midsommar;7.162;Horror;2019;Ari Aster;images\530385.jpg
Armageddon;6.828;Action;1998;Michael Bay;images\95.jpg
Spirit Untamed;7.3;Animation;2021;Elaine Bogan;images\637693.jpg
There's Something Wrong with the Children;5.824;Horror;2023;Roxanne Benjamin;images\899579.jpg
Aliens vs Predator: Requiem;5.2;Fantasy;2007;Colin Strause;images\440.jpg
Desmadre incluido;0.0;Comedy;2023;Miguel Martí;images\1131929.jpg
Sex Tape;5.404;Comedy;2014;Jake Kasdan;images\225886.jpg
Emily the Criminal;6.797;Crime;2022;John Patton Ford;images\862965.jpg
Purpose of Reunion 2;5.071;Drama;2017;Seung Woo Jin;images\534171.jpg
The Mummy: Tomb of the Dragon Emperor;5.47;Adventure;2008;Rob Cohen;images\1735.jpg
Are You There God? It's Me, Margaret.;7.322;Comedy;2023;Kelly Fremon Craig;images\555285.jpg
Hancock;6.345;Fantasy;2008;Peter Berg;images\8960.jpg
Black Swan;7.672;Drama;2010;Darren Aronofsky;images\44214.jpg
The Autopsy of Jane Doe;6.756;Horror;2016;André Øvredal;images\397243.jpg
Full Metal Jacket;8.135;Drama;1987;Stanley Kubrick;images\600.jpg
Gone in Sixty Seconds;6.411;Action;2000;Dominic Sena;images\9679.jpg
Black Hawk Down;7.367;Action;2001;Ridley Scott;images\855.jpg
Righteous Kill;5.9;Action;2008;Jon Avnet;images\13389.jpg
Life;6.422;Horror;2017;Daniel Espinosa;images\395992.jpg
The Invitation;6.251;Horror;2022;Jessica M. Thompson;images\830788.jpg
Slumberland;7.432;Family;2022;Francis Lawrence;images\668461.jpg
After School;0.0;Drama;2023;Lan Cheng-lung;images\1036397.jpg
Paradise City;5.811;Action;2022;Chuck Russell;images\829799.jpg
Monster Pets: A Hotel Transylvania Short;7.407;Animation;2021;Derek Drymon;images\813258.jpg
Norbit;5.586;Comedy;2007;Brian Robbins;images\9757.jpg
Demolition Man;6.682;Crime;1993;Marco Brambilla;images\9739.jpg
Rebel Without a Cause;7.536;Drama;1955;Nicholas Ray;images\221.jpg
Wonder;8.155;Drama;2017;Stephen Chbosky;images\406997.jpg
Dirty Grandpa;5.914;Comedy;2016;Dan Mazer;images\291870.jpg
Purpose of Reunion 3;4.4;Drama;2018;Lee Do-si;images\502235.jpg
Mi soledad tiene alas;5.9;Drama;2023;Mario Casas;images\1119355.jpg
A Wonderful World;7.587;Comedy;2006;Luis Estrada;images\69380.jpg
Annihilation;6.398;Science Fiction;2018;Alex Garland;images\300668.jpg
Young Mother: The Original;5.5;Drama;2016;Jeong Do-soo;images\405817.jpg
A Haunted House;5.868;Comedy;2013;Michael Tiddes;images\139038.jpg
From Russia with Love;7.073;Action;1963;Terence Young;images\657.jpg
The Treacherous;6.2;Drama;2015;Min Kyu-dong;images\338803.jpg
Legion;5.822;Horror;2010;Scott Stewart;images\22894.jpg
Ninja Assassin;6.561;Action;2009;James McTeigue;images\22832.jpg
Skyfall;7.227;Action;2012;Sam Mendes;images\37724.jpg
Big Mommas: Like Father, Like Son;5.529;Crime;2011;John Whitesell;images\38322.jpg
Divergent;6.921;Action;2014;Neil Burger;images\157350.jpg
Kiki's Delivery Service;7.847;Animation;1989;Hayao Miyazaki;images\16859.jpg
Barbie: Princess Charm School;7.442;Family;2011;Ezekiel Norton;images\73456.jpg
Cult of Chucky;5.769;Horror;2017;Don Mancini;images\393345.jpg
Brightburn;6.105;Horror;2019;David Yarovesky;images\531309.jpg
The Disappearance of Cari Farver;5.8;Drama;2022;Danishka Esterhazy;images\1028574.jpg
Mission: Impossible II;6.118;Adventure;2000;John Woo;images\955.jpg
Daughter of Rage;4.2;Drama;2022;Laura Baumeister;images\865585.jpg
Wind River;7.428;Crime;2017;Taylor Sheridan;images\395834.jpg
Tom and Jerry: Snowman's Land;6.629;Family;2022;Darrell Van Citters;images\1018403.jpg
Friday the 13th Part VII: The New Blood;5.44;Horror;1988;John Carl Buechler;images\10281.jpg
Perfect Blue;8.287;Animation;1998;Satoshi Kon;images\10494.jpg
Hustle;7.79;Drama;2022;Jeremiah Zagar;images\705861.jpg
Beautiful Sisters: Strip!;6.667;Unknown;1985;Yasuaki Uegaki;images\340825.jpg
Diabolik - Ginko Attacks;6.067;Crime;2022;Antonio Manetti;images\823999.jpg
Teenage Mutant Ninja Turtles III;5.337;Action;1993;Stuart Gillard;images\1499.jpg
Big Top Scooby-Doo!;7.792;Family;2012;Ben Jones;images\119321.jpg
Superintelligence;5.927;Comedy;2020;Ben Falcone;images\521007.jpg
The Polar Express;6.706;Animation;2004;Robert Zemeckis;images\5255.jpg
Savage Salvation;6.512;Thriller;2022;Randall Emmett;images\740952.jpg
Paul, Apostle of Christ;7.498;Drama;2018;Andrew Hyatt;images\476968.jpg
Tin & Tina;6.022;Horror;2023;Rubin Stein;images\943930.jpg
Paul;6.709;Adventure;2011;Greg Mottola;images\39513.jpg
Go!;6.807;Family;2020;Owen Trevor;images\520765.jpg
The Remaining;6.013;Thriller;2014;Casey La Scala;images\280002.jpg
The Man from Toronto;6.549;Action;2022;Patrick Hughes;images\667739.jpg
Hotel Transylvania 2;6.789;Animation;2015;Genndy Tartakovsky;images\159824.jpg
Host;6.519;Horror;2020;Rob Savage;images\723072.jpg
Dead Silence;6.414;Horror;2007;James Wan;images\14001.jpg
No Manches Frida;7.782;Comedy;2016;Nacho G. Velilla;images\375794.jpg
Jeepers Creepers 2;6.118;Horror;2003;Victor Salva;images\11351.jpg
Diary of a Wimpy Kid: Rodrick Rules;6.981;Animation;2022;Luke Cormican;images\897192.jpg
Bird Box;6.855;Horror;2018;Susanne Bier;images\405774.jpg
Sayen;6.128;Action;2023;Alexander Witt;images\850871.jpg
E.T. the Extra-Terrestrial;7.511;Science Fiction;1982;Steven Spielberg;images\601.jpg
Barbie in The 12 Dancing Princesses;7.657;Animation;2006;Greg Richardson;images\13002.jpg
Interview with the Vampire;7.379;Horror;1994;Neil Jordan;images\628.jpg
Trolls World Tour;7.347;Family;2020;Walt Dohrn;images\446893.jpg
Legend;7.033;Crime;2015;Brian Helgeland;images\276907.jpg
28 Days Later;7.202;Horror;2002;Danny Boyle;images\170.jpg
Y Tu Mamá También;7.411;Drama;2001;Alfonso Cuarón;images\1391.jpg
The Last Samurai;7.573;Drama;2003;Edward Zwick;images\616.jpg
About Time;7.905;Drama;2013;Richard Curtis;images\122906.jpg
Once Upon a Time in America;8.428;Drama;1984;Sergio Leone;images\311.jpg
Ghost Rider: Spirit of Vengeance;5.006;Action;2011;Brian Taylor;images\71676.jpg
District 9;7.422;Science Fiction;2009;Neill Blomkamp;images\17654.jpg
The Purge;6.25;Science Fiction;2013;James DeMonaco;images\158015.jpg
Down;6.797;Horror;2019;Daniel Stamm;images\571055.jpg
The Chronicles of Narnia: The Voyage of the Dawn Treader;6.433;Adventure;2010;Michael Apted;images\10140.jpg
King Kong;6.87;Adventure;2005;Peter Jackson;images\254.jpg
The Evil Dead;7.3;Horror;1981;Sam Raimi;images\764.jpg
Nightmare Alley;6.995;Thriller;2021;Guillermo del Toro;images\597208.jpg
Midway;6.63;Action;1976;Jack Smight;images\11422.jpg
Halloween II;6.538;Horror;1981;Rick Rosenthal;images\11281.jpg
xXx;5.916;Action;2002;Rob Cohen;images\7451.jpg
Adultery Alumni Association 3;7.8;Drama;2020;Jo Tae-ho;images\853315.jpg
Missing;7.534;Thriller;2023;Nicholas D. Johnson;images\768362.jpg
A Star Is Born;7.503;Music;2018;Bradley Cooper;images\332562.jpg
Mrs. Doubtfire;7.185;Comedy;1993;Chris Columbus;images\788.jpg
The Great Gatsby;7.38;Drama;2013;Baz Luhrmann;images\64682.jpg
Child's Play 3;5.864;Horror;1991;Jack Bender;images\11187.jpg
The Lover;7.01;Drama;1992;Jean-Jacques Annaud;images\10995.jpg
The Wonderful Story of Henry Sugar;7.5;Adventure;2023;Wes Anderson;images\923939.jpg
Thunderball;6.644;Adventure;1965;Terence Young;images\660.jpg
Yu Pui Tsuen;4.0;Unknown;1986;Ho Fan;images\646749.jpg
Underworld: Rise of the Lycans;6.5;Fantasy;2009;Patrick Tatopoulos;images\12437.jpg
In the Company of Women;6.5;Drama;2023;Sílvia Munt;images\1096751.jpg
Blonde;6.089;Drama;2022;Andrew Dominik;images\301502.jpg
Ghostbusters;5.372;Action;2016;Paul Feig;images\43074.jpg
Hellboy;6.665;Fantasy;2004;Guillermo del Toro;images\1487.jpg
101 Dalmatians;5.895;Family;1996;Stephen Herek;images\11674.jpg
To All the Boys I've Loved Before;7.643;Comedy;2018;Susan Johnson;images\466282.jpg
Ben-Hur;7.874;Action;1959;William Wyler;images\665.jpg
Terminator 3: Rise of the Machines;6.147;Action;2003;Jonathan Mostow;images\296.jpg
Daddy's Home 2;6.273;Comedy;2017;Sean Anders;images\419680.jpg
Stealing Lust;5.0;Romance;2021;Hank Hoffman;images\943542.jpg
National Lampoon's Vacation;7.108;Comedy;1983;Harold Ramis;images\11153.jpg
Carmen;6.6;Music;2023;Benjamin Millepied;images\763261.jpg
Peter Rabbit 2: The Runaway;7.171;Family;2021;Will Gluck;images\522478.jpg
Lady Chatterley's Lover;6.59;Drama;2022;Laure de Clermont-Tonnerre;images\814338.jpg
Naruto Shippuden the Movie: Bonds;7.2;Fantasy;2008;Hajime Kamegaki;images\17581.jpg
Southpaw;7.362;Action;2015;Antoine Fuqua;images\307081.jpg
The Foreigner;6.963;Action;2017;Martin Campbell;images\379149.jpg
Legends of the Fall;7.387;Adventure;1994;Edward Zwick;images\4476.jpg
Barbed Wire Dolls;4.59;Crime;1976;Jesús Franco;images\28691.jpg
Za gyakutai: Nyotai ikedori-hen;6.2;Unknown;1987;Mary Aoi;images\957174.jpg
The Requin;4.997;Thriller;2022;Le Van Kiet;images\803114.jpg
BlackBerry;7.199;Comedy;2023;Matt Johnson;images\1016084.jpg
Spies in Disguise;7.64;Animation;2019;Troy Quane;images\431693.jpg
Wifelike;7.149;Science Fiction;2022;James Bird;images\1001835.jpg
War of the Worlds;6.496;Adventure;2005;Steven Spielberg;images\74.jpg
Ms .45;6.635;Crime;1981;Abel Ferrara;images\22171.jpg
The Park;5.788;Action;2023;Shal Ngo;images\1084225.jpg
The Invisible Guest;8.119;Drama;2017;Oriol Paulo;images\411088.jpg
One Piece Film: Z;7.5;Animation;2012;Tatsuya Nagamine;images\176983.jpg
The Texas Chainsaw Massacre: The Beginning;6.122;Horror;2006;Jonathan Liebesman;images\10781.jpg
My Hero Academia: World Heroes' Mission;7.61;Animation;2021;Kenji Nagasaki;images\768744.jpg
The Women of Quiet Country;4.5;Drama;1980;Claudio Giorgi;images\332291.jpg
Enter the Dragon;7.4;Action;1973;Robert Clouse;images\9461.jpg
Girl;6.215;Thriller;2020;Chad Faust;images\717634.jpg
Brothers;7.318;Drama;2009;Jim Sheridan;images\7445.jpg
The SpongeBob Movie: Sponge Out of Water;6.064;Family;2015;Mike Mitchell;images\228165.jpg
Cobra;6.049;Action;1986;George P. Cosmatos;images\9874.jpg
The 355;6.143;Action;2022;Simon Kinberg;images\522016.jpg
Paradise;6.694;Science Fiction;2023;Boris Kunz;images\1140066.jpg
28 Weeks Later;6.584;Horror;2007;Juan Carlos Fresnadillo;images\1562.jpg
Marlowe;5.996;Mystery;2023;Neil Jordan;images\844417.jpg
Step Up All In;6.834;Romance;2014;Trish Sie;images\243683.jpg
Limitless;7.186;Thriller;2011;Neil Burger;images\51876.jpg
No Country for Old Men;7.933;Crime;2007;Joel Coen;images\6977.jpg
Polar;6.5;Action;2022;Alberto Palma;images\855440.jpg
Groundhog Day;7.607;Romance;1993;Harold Ramis;images\137.jpg
Tears of the Sun;6.841;War;2003;Antoine Fuqua;images\9567.jpg
Ace Ventura: When Nature Calls;6.301;Crime;1995;Steve Oedekerk;images\9273.jpg
Underworld;6.807;Fantasy;2003;Len Wiseman;images\277.jpg
The Unbearable Weight of Massive Talent;6.798;Action;2022;Tom Gormican;images\648579.jpg
Whitney Houston: I Wanna Dance with Somebody;7.02;Music;2022;Kasi Lemmons;images\696157.jpg
Legends of Lust;5.2;Drama;1972;Li Han-Hsiang;images\187399.jpg
New Golden Lotus V;7.0;Drama;1996;Tam Yui-Ming;images\492108.jpg
The Judge;7.3;Drama;2014;David Dobkin;images\205587.jpg
The Girl Next Door 3;4.0;Romance;2019;Sung Gi-man;images\723355.jpg
Blood;6.9;Horror;2023;Brad Anderson;images\746524.jpg
Deathstroke: Knights & Dragons - The Movie;6.996;Animation;2020;Sung Jin Ahn;images\703771.jpg
The Adults;7.0;Drama;2023;Dustin Guy Defa;images\1077661.jpg
Exploits of a Young Don Juan;5.625;Comedy;1986;Gianfranco Mingozzi;images\81774.jpg
